M1,M2,Mu,Tb,ID
292.2987106751578,858.2555635169982,-158.61985511905618,1.1129052118520963,25156.0
-989.2024916999866,823.4203537698538,-151.82755349350984,1.0058072489233505,24432.0
327.1497618843564,763.519108186613,-151.7596177181415,1.2867747643614988,96263.0
422.9420267203627,989.6411513993904,-158.6595909570222,1.0647537178008963,3121.0
-699.9942811968831,634.6147477084149,-159.65717532876965,1.0458563991737413,113594.0
-764.4582637283501,878.3145305975991,-156.85469365168436,1.0175163858976968,35140.0
-905.1560516841758,621.6054358039557,-164.67605364986292,1.2337734000025673,845.0
685.5541280517751,886.9300570044041,-155.9029086194399,1.1644199225022502,29483.0
876.1832880394227,792.721923887521,-161.64125415701312,1.0914681929748278,22113.0
-822.2343806047596,916.771392984728,-149.40458650233722,1.1368975125047909,22493.0
-674.3400981338508,588.4185922600074,-157.75281597140668,1.2047534240079671,109418.0
-992.6181005298438,687.3579002706539,-159.3748503517849,1.0464444273508609,22169.0
851.6913387151841,826.6901516848533,-157.0382895376201,1.1085891559762673,21662.0
675.1537450018761,845.82433901864,-159.3604897672828,1.125331973808289,24734.0
581.3090191892207,855.8164461406122,-155.63640080461826,1.096203801310185,26573.0
-778.8052194790757,538.3674269361667,-161.9360115714179,1.0298688543822905,22140.0
854.458015772116,878.3675117907438,-155.3444150776082,1.072606907959417,20247.0
-832.664248875803,830.0234861791422,-156.1999568189574,1.128370299534241,99006.0
-915.3074962693732,736.7791435219887,-155.97567820132818,1.007624286856887,26321.0
256.5183672498899,745.8300692502435,-157.9515014695253,1.15882692489226,110925.0
982.4048095228885,781.4500425928529,-152.03291761455208,1.1391683882243702,29232.0
-605.9632940706845,691.764074627933,-161.3610478600941,1.1540279681902228,22551.0
988.1625330507155,1000.0089867638231,-157.27888882354523,1.161560205812349,3061.0
-953.320702053993,565.3943829838117,-158.63112607117446,1.180275759060476,109477.0
686.6817459620187,733.705512492965,-156.31802336680022,1.07088910486914,95337.0
594.3339231112328,625.6675180947979,-160.92907839821612,1.2265291624464023,105831.0
336.2541086435136,975.2621933221244,-157.9718689389291,1.2336572207084484,23544.0
-989.0035870649824,647.2745774008932,-157.47821245724248,1.0613233041662848,24023.0
-625.085210621242,524.4997117325594,-154.8391076500868,1.0842095047107758,105634.0
400.96553462162785,801.9787590944468,-157.9187183412255,1.057365767330603,1144.0
648.7780445822953,605.2313714185386,-158.27052498871376,1.1743200391510231,109743.0
342.2768437282413,901.4611777957568,-157.06576187044186,1.2160560435715222,29275.0
885.9425927675779,643.8642285709922,-160.31262135546754,1.2990794506073078,106768.0
-772.2486708041898,626.6139333661339,-154.75791628688452,1.0789624051980609,28441.0
922.835624204044,582.9936764307192,-158.3416867752172,1.2027578980165108,101713.0
358.5749446461577,633.4850017721529,-152.6029629725829,1.190989643803495,26814.0
-907.5782297259084,666.5085332807778,-149.32679101014267,1.007628987223889,24411.0
615.7669278921363,739.0463515169503,-155.33676584354416,1.2175256252171305,501.0
885.5441516368527,992.4444053066062,-160.92540431553192,1.0538185100633133,29931.0
574.9726661150662,586.3033545136927,-157.37252662523426,1.2157518105503595,106781.0
515.4356691144786,937.559590246638,-148.99983053707055,1.119884070082144,32812.0
665.1829873400965,660.4076085647928,-154.24812075265737,1.2337768635186346,42343.0
725.8351546316211,845.9399443387364,-155.3102289584769,1.0350742773491233,25863.0
403.1123843732234,722.5711738793692,-145.8157133833068,0.9409316656696348,95332.0
501.8329394239169,803.7199572192122,-151.9730783671711,1.1450456479811366,23578.0
622.0489673143626,984.180628944874,-148.1537098768555,1.0989725472706515,31921.0
-913.6883689777864,947.0435998670596,-163.3237208575442,1.1052787275844822,29756.0
-844.0856261553027,578.8758687012848,-149.79539589737368,1.2246378018352562,16357.0
920.0539562416392,880.7851139426134,-148.5873826924049,1.068399017623622,29562.0
282.1524280851877,665.0765735811166,-155.73340043182537,1.2315633366526155,99898.0
-865.9454562114119,763.4541371625193,-161.02725005238915,1.214279867412968,23421.0
-684.3874758249215,660.7262594775544,-157.5872196978846,1.1115272433037835,2277.0
995.849447768574,973.9507575961096,-150.65926789970007,1.079321073353646,35406.0
592.9172116912613,556.7403672269626,-163.79044733436342,1.1288636503503326,65.0
-566.3069422092593,567.6622174893807,-148.76930779586894,1.1867857230797974,17748.0
935.596556941094,685.8107644134955,-154.59503601949532,1.2648844868079845,19498.0
242.46653131277407,619.4844231959478,-149.41502693599006,1.1541263485022843,24821.0
992.0500356661472,653.442866564427,-148.54706398879702,1.2616890776623058,23055.0
356.12847150300576,718.8592248779181,-149.12461547299927,1.2850435022733406,95769.0
-716.9152789530098,901.5959472697318,-155.4137190561481,1.1074682042264783,22967.0
400.9654212979008,572.3915201820229,-157.91875889615613,1.1767500078131214,20739.0
786.6304016817085,731.7612921855244,-146.5767879832478,1.1535656855413847,29586.0
858.0144527567377,751.4483933974692,-154.44249372779927,1.2415618818515837,26567.0
-639.8054003624245,728.4394918384179,-145.45441442561335,1.056044720231617,26348.0
431.44498830406343,776.9809999143546,-154.64545073268056,1.1935638708661986,22450.0
513.5950060795034,552.2583217658431,-153.08500388972945,0.999182094644281,100152.0
-750.1852711523436,812.5852371697617,-162.46416589612622,1.0040776743314783,36084.0
766.1722638381132,557.1798929730769,-153.15342097317242,0.9773114651667201,101233.0
851.5726239768346,711.20432844125,-154.62494569965958,1.2781079756522762,105795.0
-805.8950451115621,940.7337204855004,-148.6391149847056,1.1629809241602973,34890.0
431.4449851666642,698.3010330041907,-154.64545065204672,1.1935638708661986,23761.0
-975.5509279045344,607.9284759815876,-155.9622966520302,1.043988429788069,104866.0
-621.9511029071812,620.6573507820547,-161.5376064000781,1.1673278340128186,111095.0
-564.9712282324987,476.1746852535897,-160.03465635971992,1.1369861491519988,16174.0
199.07230281139564,586.3603088982852,-152.50520561631043,1.119769865042446,19465.0
797.2462430648559,633.4812502087358,-153.63374816790497,1.0294239867592223,23733.0
708.718582360395,800.7647883434223,-148.43093540177387,1.2563967238135556,95383.0
210.55748221377058,719.0449662774664,-154.32827421380313,1.1461081290895123,22353.0
-554.6378952705517,528.6538151256412,-154.21853543903208,1.0606169762023434,106632.0
-752.2041683918771,491.45097210653546,-156.7071263569626,1.2723734393296702,405.0
-757.7296246012775,955.2950011581044,-149.93381769960078,1.139043142243078,26438.0
188.7471117166919,994.9520285739412,-149.70031464314238,1.0743073354989632,100805.0
-990.706506982508,903.5222751856656,-275.6681137150081,1.1629780897431738,6547.0
670.9776456930483,761.7132156840323,-147.17586260791003,1.175515486284946,27204.0
-958.7048372433554,533.1182686764259,-151.76605709489954,1.274648461333717,15500.0
274.7094378368531,929.8991186434292,-145.05677773053281,1.1450027135783558,27215.0
280.56130694783167,517.4487154761034,-159.05825424541518,1.2696159975381176,111173.0
-529.9010971331408,644.068284540683,-156.64869534723013,1.0510649998237485,16844.0
423.40450495007343,621.3967081276317,-144.3667865364713,1.054511165243868,100993.0
165.11641541109356,862.0825270096889,-157.80275825720835,1.0699095393353233,39411.0
207.53231837893594,495.6930790980111,-157.20572215644336,1.0167704257176502,90194.0
918.3050203881655,521.4215709375997,-157.02312043990753,1.1789401248452251,25610.0
220.54194335824207,554.9969088827002,-151.64781585514552,1.1170295263108376,2475.0
-967.98163208214,837.738105542453,-273.19823135727984,1.2379037847908698,100054.0
463.5753274667933,508.6451656416229,-161.3885779095079,1.00925981313367,2907.0
457.98864743628707,919.3595050342352,-321.70054985763664,2.230089387470185,112612.0
-805.9997462932902,488.4137531070367,-157.76617214349352,1.2149699572870505,101114.0
421.54027140485306,999.184105462666,-300.0476209434411,1.964500252559052,112685.0
695.1428190163882,981.3693625797664,-280.4730983553081,3.0675865071641506,15048.0
490.9267126614849,948.1921672371664,-332.32898607521275,2.390717255619477,103369.0
561.1544269771782,996.4534428920222,-326.77071942307265,2.229495987787062,599.0
824.1529484819679,479.0130910649562,-151.4622543360966,1.012307815007879,26310.0
-984.9902373523444,470.45746415850994,-151.9854066324875,1.2079947878828536,113524.0
491.39569998379915,981.4820562016182,-329.3642896861755,2.2921683608745145,106107.0
771.4695215680947,993.7183578460258,-299.411404343772,2.2128427029246334,2794.0
791.9253450449011,929.2208732530864,-156.11260454192632,1.0841115133955352,42321.0
-829.480274617653,992.4967677429888,-155.62785595693816,1.0886544842047887,99033.0
-963.2142280468004,874.5940706417431,-271.49360768956,1.0989946248585498,95062.0
597.6146750350138,504.964076733448,-157.73935138117977,1.0866298534862735,24591.0
805.8617692869525,947.700904443996,-315.6845717480188,2.342246249278226,107009.0
633.3351591236118,917.2405220374894,-308.49186372145533,2.290483200981333,108077.0
-489.3538526276514,486.8095824524767,-150.10110760242756,1.2796407148058848,0.0
-801.175378889355,442.8362592455765,-160.8437608365071,1.1624328163834938,686.0
-990.9069864546248,738.789553327199,-337.55079640350317,1.3088129317245716,2818.0
711.8578229042263,907.9885759271242,-318.4870991513029,2.226993529675041,109934.0
495.5293801805516,847.2864489759617,-318.0591702057447,2.524296735086459,10.0
826.9847598750073,870.8675798913555,-318.335462731202,2.352390712366609,110313.0
569.185544361416,952.3106951222708,-310.86834419130673,2.22198844785126,106050.0
947.0288586158268,282.29615648603493,-284.3548487647276,1.1418576956486466,45800.0
935.4698200665679,954.514770112952,-313.359434431586,1.941146501165452,1523.0
705.3133948346448,869.5854112936918,-326.7310937350152,2.3095303339168782,101687.0
558.4389622970807,884.2680162473703,-333.23270718766594,2.1743650855725782,107330.0
918.993441098712,868.2912193356101,-278.4137450871507,2.4668541702604903,12573.0
541.6718909134472,454.0440598154278,-156.76373136252698,1.1618815361170218,97130.0
719.6189136040174,956.159062350182,-313.34104097053614,2.0365358654946166,1509.0
921.8076483170792,915.7814369990977,-272.4834081394705,2.5063399480466324,110275.0
943.4348151177887,983.435866903936,-297.56263996106446,1.967698631697626,108365.0
-995.234611585386,950.5082478061962,-266.6010950100952,1.3338673892327098,13506.0
668.0926601980284,482.009639741779,-161.660665071376,1.0773352226478154,111174.0
592.5035693078397,811.0386838920748,-339.4840361579404,2.359121505441901,107907.0
701.700777498742,832.6382876828343,-338.765764235186,2.4374677198353805,1631.0
717.6778845027707,796.3377523477842,-342.9160721519662,2.6656037678275424,101124.0
433.7313483089877,943.5237547701192,-303.97000806860177,1.981204863454484,110281.0
473.5973525959678,816.7424960648002,-318.17470500486735,2.601874725526747,107762.0
789.8520804218867,902.2059599347518,-310.99302081924174,2.035872136744976,113165.0
842.7976656441936,906.7004897403452,-326.1902233865809,2.271970820776615,111015.0
-936.4490064920358,796.6152596094258,-289.1306623568899,1.0767965498731678,10200.0
-683.602506413287,539.1854156025049,-155.57529990311647,1.3388952059808483,111059.0
183.6860251437391,455.9210262073576,-151.58208924486826,1.0055146138967788,34182.0
595.9411127626842,842.7623853684825,-335.2670844053652,2.5017152047384563,101814.0
677.5356825903942,266.79245358741247,-256.29762396078524,1.225178723174257,6496.0
-943.1679235217484,431.1062132150286,-157.16261530193853,1.2305842447327298,106983.0
981.1462370918708,894.7018759568101,-331.15555932249,1.9118070810891084,102708.0
852.5400850406891,996.3324768463068,-304.58434207260507,1.849164156521566,2509.0
776.2105544372706,810.4758746730595,-333.4692043006433,2.3505853065730533,105894.0
-984.8256980746136,945.3217986325546,-344.2995857432309,1.1428348495207912,100964.0
358.19208176599915,461.76970501144245,-160.15458735254418,1.06083437454772,26759.0
-826.5780520185261,837.924989525935,-284.7899584373926,1.2437556239927283,16832.0
953.1135915162922,808.5935087898811,-312.83924428081923,2.619567127968073,4907.0
376.53795514690944,502.8879872974404,-159.30332427105287,1.3306350551656363,106493.0
-878.9929403484641,907.5064329470428,-270.32601509886,1.1657492204116915,104713.0
-919.1449463890948,841.894413761174,-272.03182955148486,1.2977349742923716,94552.0
610.0646295767591,993.4832038953924,-277.4102699761056,2.30535440959177,8420.0
-978.1973972650662,982.3344826150112,-323.4462130906094,1.2385140042686502,113565.0
-998.7917841693952,905.3440670054392,-340.2179737968587,1.376155872778143,109443.0
967.7878141000629,856.1760845388878,-343.0521851217183,2.4216801007206423,107053.0
922.8504671283404,778.1470716289581,-322.92580384361224,2.3909892733830134,111779.0
-643.136770925469,440.8068147498482,-156.85606853426182,1.0242521313173452,106444.0
556.5102154100579,776.9918681962159,-344.8514252151842,3.296850703393741,101126.0
-913.8120042006832,975.2836384953814,-276.2858480235513,1.0125050493611274,8275.0
854.5099914673076,832.9745892801751,-315.1456080968934,2.066884893982254,163.0
733.9126147426191,478.4623067211215,-155.2286181567768,1.0166804076467135,35559.0
750.2853223156881,755.3451714180994,-333.23377526618134,2.641160801352573,2479.0
860.4141297344863,790.4894314469433,-313.7024108085954,2.3492975950286783,107284.0
-996.319535985182,867.9982623117687,-335.34374023631,1.4233636005994894,106318.0
-917.410155213968,972.6195937030996,-326.3305079811709,1.669401013753918,111384.0
-892.5729171247274,939.3243767868312,-331.94164123675154,1.80874663821652,104864.0
989.1127598274088,869.4703089403192,-272.4516471739078,2.333021845241756,101009.0
439.56333413258284,873.8919701363642,-347.0877084963132,2.1004888892232434,108386.0
966.7321492505749,558.5651224090412,-155.4924241920309,1.2612805024274742,110772.0
439.5034970738541,914.134626641254,-272.1685379736457,2.1737603778631795,109732.0
841.2624708458108,919.719424657686,-275.5556459332698,2.427875427043721,102191.0
-917.4620562028748,887.5892920651848,-337.2973750928355,1.2672110399585506,2366.0
510.00468485067853,919.447244969096,-269.3736402769953,1.9990644556758408,10501.0
-616.2496255273354,397.439112970848,-157.7862083345496,1.3222410734842531,106739.0
-953.6749719255766,827.0051852093698,-344.0900607330537,1.2542228627242091,113497.0
502.6588316158307,256.2611411341773,-260.0384743801039,1.1472536206461663,99145.0
342.6687354615101,942.3313879230644,-249.150411357664,1.7168566023557257,15085.0
488.48281280919025,983.3164070358976,-275.32176547588784,2.151796644283732,16278.0
909.4680386450999,868.9600648227018,-333.5697937565849,2.337513104171675,1051.0
502.96979848893983,586.8288118508551,-164.05677875978475,1.1715514963717812,17522.0
-779.4952943286818,596.9943829143388,-148.099898817855,1.2310901871895512,21880.0
639.3747167807206,872.5998962227419,-275.4816168318336,2.469207464404049,17846.0
-865.467243173261,774.1651931459147,-277.78719615890355,1.5894865807138618,12087.0
610.3271384720266,773.3100067041715,-320.21243597085515,2.3248722218471096,107127.0
-487.77499175700865,447.85999598505344,-155.52657326705477,0.95288113456238,100985.0
-813.7045013515731,938.84812577635,-337.2856980364648,2.3143471878045925,3216.0
864.1967339679984,982.8211703276576,-347.64103344164556,4.28177414955032,2690.0
839.4298554776307,245.4845118235754,-239.89352014711153,1.206387704621112,14049.0
690.6688896531246,847.4427408907912,-269.39535555138195,1.9976061065732715,19602.0
458.4944834378479,767.8075280964953,-343.1894698635092,2.4883373316302526,111569.0
979.2683002950415,970.7557309942184,-337.70338167704097,4.821655093093481,106748.0
857.272543182471,306.2452300105624,-295.4441468348481,1.242997114591366,32651.0
-984.3623730948444,983.5693371142982,-273.9530677625839,1.0512553799935145,7119.0
-401.3462282169236,393.3529247710004,-152.20162047905285,1.230873553845655,91367.0
-825.4291537630401,975.3570424989452,-340.73358919851506,1.8389394028550243,3478.0
933.0490124468787,928.103269732978,-344.71927331846587,4.46815817340085,91159.0
-839.6365360946745,884.6427440402108,-341.98162115260754,1.6807214214573485,109143.0
847.9443788013996,959.5564771945736,-341.3533781949698,4.4387682350796815,106550.0
-855.9127768916945,799.4138289268042,-327.3857135213347,2.0665135079615564,106562.0
-599.9673719891782,422.4549398326561,-156.979247010116,1.0086567131966575,106622.0
970.2704220937717,259.7150897737337,-252.97230673454442,1.20643210161278,19518.0
-800.7445467297005,862.9355068054311,-278.26170944618076,1.8540645018794981,17296.0
881.7373149497531,477.3597644295252,-156.6351542108906,1.2733517237823548,106662.0
-816.5645071483333,415.2663653172712,-158.41805896123674,1.1149140113584277,36989.0
797.1918658224189,961.652089135868,-349.1542216283505,4.716513518362945,111338.0
713.6040716675022,957.1813747461576,-349.85034837554576,4.637051466378702,101383.0
-754.884799039861,827.8619035370751,-332.6279938766149,2.2512233802129296,113389.0
741.8027598558355,515.1201638512183,-148.90605110205345,1.163419761123721,106130.0
-754.5776239963252,898.5869450379379,-337.18769060745757,2.403657955799168,104521.0
343.8501033026471,984.378233184488,-235.77853916335044,1.6643972491469343,15318.0
693.3076242074305,980.6075378507344,-306.9343058393862,1.118755947386029,10118.0
722.7328024603859,582.9515410929938,-148.89434975763592,1.2662228318716031,21138.0
928.482921352829,930.6665732515248,-360.71370356705535,1.2416983152881589,113088.0
972.7196720398945,486.0412238037844,-151.58767277591056,1.0755722252945654,7082.0
640.4340712735386,965.5335317724732,-369.03628476479366,1.033668491287112,7957.0
-671.3684677380977,291.49984567385843,-277.585636849912,1.145139284445792,20970.0
766.9359248419179,938.671832781256,-348.3516734428459,4.36109057316842,101661.0
903.5019829380064,345.2804996329035,-321.11054920467785,1.3649310368710608,656.0
-639.6062018080975,862.4153385347264,-146.38999131533936,1.180077169248438,54258.0
417.2828244901159,999.1461391185718,-373.5746428968512,1.2001308372929318,4560.0
766.612994843523,300.3032809855429,-286.16850386760564,1.2246275636270438,39877.0
732.4652290854945,342.4973059671073,-324.08817731416764,1.3229853979956083,1870.0
-794.7604048245382,788.7499921106258,-337.0291783661385,2.1538151833110795,113383.0
733.9119002436976,962.4880217807784,-361.0622347850724,1.105693892395545,8531.0
402.8663717113994,324.3658428493096,-306.395116795078,1.335582197656171,611.0
-913.0592451026567,749.7295546271637,-326.9861493111357,1.9693562183867503,104409.0
652.651110189244,913.7511758405866,-373.4150029344927,1.3125313893950938,4564.0
341.28118356981463,995.9084211170566,-315.9732622014901,1.1763433576372224,560.0
571.3199854524888,944.8544077107148,-361.2901630172897,1.6006481764773677,5786.0
763.1585922017052,895.5715177723964,-375.711470905183,1.2321383706018942,7209.0
878.5889189933953,948.4973647933213,-362.2664998244536,1.2797772000671492,8729.0
478.97660281477306,957.94624517627,-215.72168289016324,1.2180656312246565,27798.0
819.037831448552,859.3668203191521,-362.38549730558134,1.722357235142264,114183.0
781.0722229816135,920.9197850495534,-363.5375851760414,1.0105491882454498,8360.0
632.8191187397274,314.5253394425776,-299.922858394561,1.310343196673876,3489.0
430.1869155050979,265.18254694028144,-259.47565843930573,1.1910568430273938,7382.0
815.0174133640917,412.0613022083541,-161.5403157098817,1.1095870994864343,41939.0
-693.8888192747434,792.7433254546154,-340.7514421732273,2.8247513732248826,5060.0
431.5327219873304,846.9023818053977,-278.81482652227385,1.9963851468864209,6607.0
-803.9249301490705,837.3256078872746,-337.21011114688037,3.0106990152310256,91205.0
973.8059186514467,847.1834785452737,-331.3968349811557,4.306309904002288,4791.0
391.67183965884453,916.383607543552,-329.88857598395873,1.3153709765815882,2908.0
948.7389846224747,430.9747828161647,-151.1983692859219,1.1458928503091763,32228.0
960.6091837704464,342.91914382103374,-321.91250547001096,1.369369703912923,1106.0
261.9945485799695,557.914539820389,-216.5976035201681,1.0007470225698414,15224.0
-998.7875343489048,796.2751990887741,-340.12295510440003,3.196299872233788,106899.0
590.6426688426455,801.4411177549762,-213.16798461442366,1.1617854249757598,22341.0
491.7033977468397,208.4010800008944,-217.86492410358727,1.1427637689967431,3919.0
638.3197998404775,677.052116029095,-200.12322768002034,1.2337283362935025,31095.0
-886.0112330884107,810.9873597972,-238.14201326878504,1.0580006658706895,24707.0
416.14271558311543,995.4062762933418,-231.5104193106292,1.8435208789196573,19269.0
652.0886387147473,540.1801143264956,-169.99875703991628,1.0994609747192317,111254.0
-736.4161193987456,966.2321056523216,-337.00593688813706,2.3109860219124547,106907.0
870.6723456858593,747.0097949948652,-335.4888784347152,2.684605436060125,106766.0
637.8711302476186,906.4159415454886,-342.32014922227114,4.374200603280097,101368.0
433.14380005916877,945.4163595011156,-376.5913918395949,1.050631537072201,7437.0
714.1076944041079,856.090505510576,-349.7013006440151,4.237332760676323,106504.0
-751.2867143849321,747.8696271926277,-342.95349494263627,2.8333161193628618,101530.0
458.25431605839896,642.1288383971211,-207.65175341111254,1.2123965617066814,15761.0
476.43993622711145,908.6209369074272,-402.6607243516731,1.4279499873633477,6918.0
839.9417154243785,994.4750496480316,-363.19321803072825,0.9947033506447376,113100.0
449.2724578931457,876.7048141483417,-413.7460299514892,1.1683966142317614,113839.0
343.7221029206499,639.0465653494213,-202.64523947537617,1.188733562840626,18855.0
910.8365396572901,552.018420649523,-211.691301409206,1.2917876217626705,16104.0
328.46409481646435,302.2058409793508,-287.7965655570005,1.0649290235431603,39481.0
-915.2593139845312,825.9533865066516,-339.4035728042253,3.9064907535091087,35065.0
-654.9987980093849,803.6345493906956,-162.11193703708238,1.0193989783439,45738.0
952.7805174328186,960.6305642850332,-361.8684886995076,1.2169617017651764,8110.0
537.2597481340584,895.804987431754,-400.6322409421823,1.4568997152309269,90306.0
937.4634237207684,682.4495275347325,-201.942322566666,1.2887717417989226,20441.0
602.4573612403778,441.3572818400216,-154.8288786644112,1.1301086033716552,106844.0
916.798578668978,922.3715860193058,-348.9917029346683,7.045476048240137,6820.0
852.0638412430724,800.1435144185367,-370.2360185879638,2.128694424767388,18094.0
346.8723104264457,900.7985911258698,-256.8514449650214,1.66653381732955,113816.0
-999.515594190846,754.1475637877501,-332.28466672908553,3.42330076051126,11012.0
823.1098804602639,497.9467153439052,-201.51799007608173,1.1470270273559289,17716.0
362.9813013620375,549.1611560923742,-204.99145186571278,1.3089471531237684,12441.0
940.1606988163098,979.3982735732076,-340.19147968454297,7.001206012938906,106957.0
431.44425372977224,745.3458605936268,-279.2359759556348,2.5951556375262705,6778.0
624.2546067733798,353.30935881139044,-329.97008911926787,1.3829049969564533,3510.0
247.72761560767864,842.143173908218,-207.64226547223365,1.1193555517284246,31432.0
-721.2636428859147,938.653567808552,-328.547173124063,2.3650886998288025,106973.0
700.4898011258487,892.3679674153776,-349.29162491917066,4.8421798446013655,5999.0
545.2793308200974,977.7376935271,-337.43759188209975,4.283670991923347,111006.0
270.4249838715893,781.6628646272109,-207.83761837179816,1.1704668066678277,21487.0
357.20919122935027,871.6784246388358,-332.0027885489598,1.093561672448819,93915.0
697.1108882023022,306.24522794708315,-295.4441467318778,1.242997114591366,15201.0
351.16424699410766,501.8391914371988,-200.23300127886202,1.07379330242761,47188.0
642.7313726405903,875.5608203913066,-402.5821994332484,1.357293563502196,102601.0
404.13995789636425,474.84115644355546,-150.28195673151512,1.0156340322130206,8151.0
-830.3784348816494,724.5087255800674,-302.496677772462,1.3226594907742943,7443.0
880.9824452514454,889.6448667863117,-342.60865934007137,6.381979213161967,111545.0
974.0659202459083,883.8289911556209,-341.1513273482817,6.431604135091973,6621.0
949.7790417879677,800.2712184987656,-383.8210662071264,1.9959037915374973,101676.0
739.041205930683,554.6606584905679,-215.7216818121971,1.2180656320940082,33103.0
306.472956587907,277.7404727021212,-271.3659455811775,1.0011953628536314,17857.0
746.2525813630579,995.7306963885763,-230.3494702536142,1.7167166584152285,20655.0
357.2600120732905,843.5470282768763,-261.1416732290138,1.700414499289184,23191.0
-665.721903221326,496.4790253837615,-167.15126411848047,1.258575565673178,17532.0
555.0484858881746,309.15978649416866,-298.21527454214004,1.023508772524794,34219.0
312.8210180561619,671.8516503271807,-202.81645979899443,1.1040404566995792,35168.0
242.6735040074579,453.83101759586697,-168.92313116382928,1.34509698511869,101607.0
758.3882141795759,858.2277726870399,-400.6050147182776,1.525734246500953,16167.0
942.4928654214995,786.8787130993973,-206.33501822292445,1.0024077770519926,36005.0
650.6040563604323,628.2343735092228,-203.29640921005478,1.1250786361689875,17136.0
-887.8548308096979,715.0648876936463,-333.7491884301681,2.2685451594667416,111391.0
612.6856944854025,988.6320849618646,-350.31542055756535,4.7708409224889285,6412.0
459.42933764262995,545.3053986530585,-203.6695021194548,1.1126375278184184,96410.0
-952.7247278352904,746.8511083303409,-275.618001361011,1.013447712816073,16002.0
323.8892423572453,738.5483035869808,-202.29147044847718,1.2053991888654896,33974.0
-918.7367471110524,522.8413797722674,-210.71183140002393,1.1911741061570866,33287.0
506.3437434319065,984.0526664614284,-431.8912091589926,1.585424654708765,99858.0
551.6486309500643,924.041906490555,-342.0464955698771,4.384189220012374,100958.0
582.3750406239898,278.4989344837288,-282.5093999165942,1.1612575624171702,99088.0
556.2474426466168,848.2435045400451,-405.11019994684784,1.6638901672380917,21875.0
